chr	st	en	SM-7LV7V_1	SM-7LV7V_2	SM-7LV7W_1	SM-7LV7W_2	SM-7LV7X_1	SM-7LV7X_2	SM-7LV7Y_1	SM-7LV7Y_2	SM-7LV7Z_1	SM-7LV7Z_2	SM-7LV81_1	SM-7LV81_2	SM-7LV82_1	SM-7LV82_2	SM-7LV83_1	SM-7LV83_2	SM-7LV84_1	SM-7LV84_2	SM-7LV85_1	SM-7LV85_2	SM-7LV86_1	SM-7LV86_2	SM-7LV87_1	SM-7LV87_2	SM-7LV88_1	SM-7LV88_2	SM-7LV89_1	SM-7LV89_2	SM-7LV8A_1	SM-7LV8A_2	SM-7LV8B_1	SM-7LV8B_2	SM-7LV8C_1	SM-7LV8C_2	SM-7LV8D_1	SM-7LV8D_2
Pf3D7_03_v3	833500	834000	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_03_v3	838500	839000	NA	NA	NA	NA	gain	gain	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_03_v3	867500	868000	gain	NA	NA	NA	gain	gain	NA	NA	gain	gain	gain	gain	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA
Pf3D7_03_v3	932000	932500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_03_v3	950500	951000	gain	NA	NA	NA	gain	gain	NA	NA	gain	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	NA	NA	NA	gain	NA	NA	NA	NA	gain	gain	NA	NA
Pf3D7_03_v3	1016000	1063500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA
Pf3D7_03_v3	1016500	1063500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_03_v3	1034000	1063500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	gain	gain	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	8500	32000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	8500	37000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	gain	gain	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	8500	65500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	86500	89000	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	197000	198000	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	282000	282500	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	294000	294500	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	334000	334500	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	348000	348500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	367000	368000	NA	NA	NA	gain	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	450500	451000	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	468000	468500	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	489500	490000	gain	NA	NA	gain	NA	gain	NA	NA	gain	gain	gain	gain	gain	NA	NA	gain	gain	gain	NA	gain	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	gain	NA	gain	gain	gain
Pf3D7_04_v3	497000	497500	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	546000	548500	NA	NA	NA	loss	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	546000	550000	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	547000	570000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	548500	549000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	549000	557000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	551000	551500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	551000	563000	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	551500	552500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	553000	554000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	556000	563000	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	556500	558000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	556500	563000	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	563000	604000	NA	loss	NA	NA	NA	loss	loss	loss	NA	NA	loss	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	566000	596500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	566500	567000	NA	NA	gain	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	566500	568500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_04_v3	566500	569500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain
Pf3D7_04_v3	567000	597000	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	567000	604000	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	568000	604000	loss	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	568500	598500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA
Pf3D7_04_v3	568500	604000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	569500	598500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss
Pf3D7_04_v3	570000	597000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	loss	loss	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	570000	598500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	loss	loss	loss	loss	loss	NA	loss	loss	loss	loss	NA
Pf3D7_04_v3	570000	604000	NA	NA	NA	loss	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	597000	597500	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	598500	600000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA
Pf3D7_04_v3	669500	670000	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	702000	702500	NA	NA	NA	gain	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	740000	740500	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	790500	791000	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	802500	803000	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	823500	824000	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	831500	832000	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	840500	841000	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	906000	906500	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	936500	963500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA
Pf3D7_04_v3	937000	938000	NA	NA	NA	loss	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	938000	939000	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	938000	939500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	938500	969500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	939000	951000	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	939000	960500	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	939500	962500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	940000	962500	NA	NA	NA	NA	NA	NA	loss	loss	NA	NA	NA	NA	NA	loss	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	940000	963000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	940000	964500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	loss	loss	loss	loss	loss	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	940000	968000	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	loss	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	940000	969500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	940500	963500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	loss	NA	loss	NA	loss
Pf3D7_04_v3	941000	962500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	941000	964500	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	941000	968000	NA	NA	NA	NA	loss	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	941500	968000	NA	loss	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	951000	951500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	951500	963000	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	963000	963500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	963500	966000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	gain	gain	gain
Pf3D7_04_v3	966000	969500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA
Pf3D7_04_v3	968000	988500	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	969500	974000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	969500	976500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	970000	970500	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	981000	988500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	982000	988500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_04_v3	1177000	1188500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_05_v3	117000	117500	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	gain	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_05_v3	118500	119000	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	gain	gain
Pf3D7_05_v3	141500	142000	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	172000	172500	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_05_v3	243500	244000	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	283500	284000	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_05_v3	305500	306000	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	gain	gain	NA	NA	gain	NA	gain	NA	NA	NA	gain	gain	NA	gain	NA	gain	NA	NA	gain	NA	gain	gain	NA	NA	gain	gain
Pf3D7_05_v3	311000	311500	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	gain	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	NA
Pf3D7_05_v3	350000	350500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	402500	403000	gain	NA	gain	gain	gain	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	431000	431500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	521500	522000	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	529500	530000	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	546500	547000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	gain	NA	gain	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_05_v3	546500	547500	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_05_v3	547500	548000	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	553500	554000	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	567500	568000	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
