chr	pos	vartype	varlen	vcomplex	STRtype	INDtype	DUST	STRP	STRE	alleles	call_rate	nuc_div	FDKDiscord	FDK2D4Incons	2D4Discord	2D4RefAbsent	FDKRefAbsent	coding	consequence	DD2FDKMAF
Pf3D7_02_v3	562135	SNP	1	0	STR		0	18	5.94	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	562147	SNP	1	0	STR		0	18	5.94	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	562165	INDEL	-54	0.027	STR		0	18	5.94	2	1.0	0.516	0	0	0	1	1	coding	inframe_deletion	0.0
Pf3D7_02_v3	564107	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	564193	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	564843	INDEL	8	0.22	STR	TArep	1	10	2.3	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	564946	INDEL	-16	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	565121	INDEL	18	0.463		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	565450	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	565525	INDEL	6	0.175		TArep	1			4	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	565641	INDEL	6	0.175	STR	TArep	1	5	3.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	565894	INDEL	8	0.22		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	566203	INDEL	8	0.22	STR	TArich	1	2	10.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	567949	INDEL	-16	0.027			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	569096	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	569307	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	569613	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	569613	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	570350	INDEL	-3	0.027	STR	TArich	1	6	2.83	2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_deletion	0.0
Pf3D7_02_v3	573353	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	573384	INDEL	-4	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	573732	INDEL	-1	0.027	STR	polyA	1	11	2.18	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	586309	INDEL	-8	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	600030	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_02_v3	600073	INDEL	-6	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	600813	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_02_v3	601434	INDEL	1	0.051		polyA	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	602174	INDEL	2	0.075		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	603348	INDEL	35	0.857		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	603454	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	604088	INDEL	4	0.122		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	604411	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	604476	INDEL	14	0.357		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	620365	INDEL	4	0.128	STR	TArep	1	9	2.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	621708	INDEL	-6	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	621937	INDEL	-26	0.027		TArep	1			6	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	622124	INDEL	-6	0.027	polyA	TArep	1	1	12.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	622498	INDEL	2	0.077	polyA	TArep	1	9	2.11	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	622865	INDEL	24	0.625		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	623103	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	623111	SNP	1	0	STR		1	2	14.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	623146	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	623650	INDEL	-6	0.027	STR	TArep	1	10	2.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	623974	INDEL	15	0.34			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	630289	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	630817	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	630837	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	630869	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	632270	INDEL	-18	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	633282	INDEL	-2	0.027		TArep	1			3	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	633296	SNP	1	0	STR		1	2	8.5	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	633506	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	644738	INDEL	12	0.317		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	644950	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	645694	INDEL	8	0.22		TArep	1			2	1.0	0.516	1	0	1	0	0	intergenic		0.0
Pf3D7_02_v3	650235	INDEL	2	0.075	STR		1	2	19.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	650531	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	650786	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_02_v3	656554	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	656868	INDEL	8	0.22		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	657229	INDEL	-4	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	657845	INDEL	-8	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	657888	SNP	1	0			1			2	1.0	0.121	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	658277	INDEL	10	0.275		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	660361	INDEL	-12	0.027	STR		1	12	2.42	2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_deletion	0.0
Pf3D7_02_v3	660994	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	662748	INDEL	24	0.521			0			2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_insertion	0.0
Pf3D7_02_v3	663483	INDEL	6	0.163			1			2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_insertion	0.0
Pf3D7_02_v3	664641	INDEL	40	0.837	polyA		1	1	11.0	2	1.0	0.516	1	0	1	0	0	intergenic		0.0
Pf3D7_02_v3	669964	INDEL	2	0.075	STR		1	16	3.38	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	669970	SNP	1	0	STR		1	16	3.38	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	669979	SNP	1	0	STR		1	16	3.38	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	670076	INDEL	-22	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	670710	INDEL	3	0.103		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_insertion	0.0
Pf3D7_02_v3	670774	INDEL	12	0.302	STR		0	9	2.22	2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_insertion	0.0
Pf3D7_02_v3	671495	INDEL	-3	0.027		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_deletion	0.0
Pf3D7_02_v3	671972	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_02_v3	672027	INDEL	-3	0.027		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	inframe_deletion	0.0
Pf3D7_02_v3	672634	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	673056	INDEL	24	0.543			1			2	1.0	0.516	0	0	0	1	1	coding	inframe_insertion	0.0
Pf3D7_02_v3	674546	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	674681	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	674683	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	674686	INDEL	18	0.404			1			4	1.0	-1.0	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	674798	INDEL	22	0.548		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	676139	INDEL	3	0.171		TArich	1			3	1.0	-1.0	0	0	0	0	0	coding	disruptive_inframe_insertion	0.0
Pf3D7_02_v3	677723	INDEL	-8	0.22		TArep	1			3	1.0	-1.0	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	677992	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	678434	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	678435	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	678962	INDEL	-4	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	712000	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	712522	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	712997	INDEL	-105	0.027	STR		1	3	5.0	2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_deletion	0.0
Pf3D7_02_v3	714320	INDEL	-9	0.027		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_deletion	0.0
Pf3D7_02_v3	714380	INDEL	-3	0.027		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_deletion	0.0
Pf3D7_02_v3	722572	SNP	1	0			1			2	1.0	0.121	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	723670	INDEL	2	0.077	STR	TArep	1	4	5.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	723984	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_02_v3	723984	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_02_v3	724731	INDEL	-14	0.027	STR		1	8	3.25	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	724731	INDEL	-14	0.027	STR		1	8	3.25	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	725565	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	725565	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	725569	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_02_v3	725569	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_02_v3	725580	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	725580	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	725642	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	725642	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	726310	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_02_v3	727068	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	727284	INDEL	-18	0.027	STR	TArep	1	18	2.5	2	1.0	0.516	0	0	0	1	1	coding	inframe_deletion	0.0
Pf3D7_02_v3	727653	INDEL	12	0.302		TArep	1			2	1.0	0.516	0	0	0	0	0	coding	inframe_insertion	0.0
Pf3D7_02_v3	727833	INDEL	6	0.171		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	inframe_insertion	0.0
Pf3D7_02_v3	729049	INDEL	-32	0.027	STR	TArep	1	4	7.75	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	729049	INDEL	-32	0.027	STR	TArep	1	4	7.75	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	729693	INDEL	-12	0.027	STR	TArich	1	2	24.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	729693	INDEL	-12	0.027	STR	TArich	1	2	24.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	729693	INDEL	-12	0.027	STR	TArich	1	2	24.0	4	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	730841	SNP	1	0	STR		1	1	15.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	731450	INDEL	-6	0.027	STR	TArep	1	4	5.5	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	732477	INDEL	2	0.077		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	733390	INDEL	-2	0.027	STR	TArep	1	5	3.6	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	733390	INDEL	-2	0.027	STR	TArep	1	5	3.6	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	734137	INDEL	-6	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	735354	INDEL	2	0.077	STR	TArep	1	4	3.75	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	737026	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	737085	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	737373	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	738051	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	738788	INDEL	-10	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	739897	INDEL	12	0.31		TArep	1			2	1.0	0.226	1	1	1	0	0	intergenic		0.0
Pf3D7_02_v3	740912	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	740912	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	741858	INDEL	-8	0.027	polyA	TArich	1	1	17.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	742102	INDEL	2	0.077	STR	TArep	1	18	2.17	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	742747	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	742941	SNP	1	0	STR		1	4	4.5	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	742941	SNP	1	0	STR		1	4	4.5	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	744099	INDEL	6	0.167		TArich	1			2	1.0	0.516	1	0	1	0	0	coding	disruptive_inframe_insertion	0.0
Pf3D7_02_v3	744099	INDEL	6	0.167		TArich	1			2	1.0	0.516	1	0	1	0	0	coding	disruptive_inframe_insertion	0.0
Pf3D7_02_v3	744613	INDEL	9	0.244	STR	TArich	1	24	2.54	2	1.0	0.516	0	0	0	0	0	coding	inframe_insertion	0.0
Pf3D7_02_v3	744613	INDEL	9	0.244	STR	TArich	1	24	2.54	2	1.0	0.516	0	0	0	0	0	coding	inframe_insertion	0.0
Pf3D7_02_v3	752549	INDEL	-8	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	753145	INDEL	-8	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	753667	INDEL	24	0.625		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	754016	INDEL	4	0.128	STR	TArep	1	3	6.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	754145	INDEL	1	0.051		polyA	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	754402	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	754481	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	754485	SNP	1	0	STR		1	4	5.75	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	754487	SNP	1	0	STR		1	4	5.75	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	754491	SNP	1	0	STR		1	4	5.75	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	754509	INDEL	-16	0.027	STR	TArep	1	6	2.5	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	754579	INDEL	2	0.077		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	754629	SNP	1	0	STR		1	15	2.2	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	754872	INDEL	2	0.077	STR	TArep	1	2	20.5	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	755132	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	755335	INDEL	-6	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	756877	INDEL	-18	0.027		TArich	1			2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_deletion	0.0
Pf3D7_02_v3	759808	INDEL	-18	0.027			1			2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_deletion	0.0
Pf3D7_02_v3	771702	SNP	1	0	STR		1	5	19.4	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	771705	INDEL	-52	0.027	STR	TArep	1	5	19.4	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	771758	SNP	1	0	STR		1	5	19.4	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	771759	SNP	1	0	STR		1	5	19.4	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	771760	SNP	1	0	STR		1	5	19.4	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	771762	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	772339	INDEL	2	0.077		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	774589	SNP	1	0	STR		1	7	2.29	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	774891	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	775216	INDEL	-8	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	coding	intragenic_variant	0.0
Pf3D7_02_v3	776743	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	778616	INDEL	-2	0.027	STR	TArep	1	4	3.75	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	779227	INDEL	14	0.375	STR	TArep	1	4	5.75	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	779231	SNP	1	0	STR		1	4	5.75	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	783624	INDEL	2	0.077		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	783869	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	784786	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_02_v3	785266	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	785497	INDEL	2	0.077		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	785625	INDEL	-6	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	786024	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	786426	INDEL	-8	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	787986	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	788153	INDEL	4	0.122		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	788937	INDEL	-2	0.027	STR	TArep	1	9	2.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	788976	INDEL	1	0.051	STR	polyA	1	7	2.43	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	789021	INDEL	-5	0.027	STR	TArep	1	5	3.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	803401	INDEL	17	0.419		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	805838	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	805849	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	805983	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_02_v3	806339	INDEL	-18	0.027			1			2	1.0	0.516	0	0	0	0	0	coding	inframe_deletion	0.0
Pf3D7_02_v3	806562	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_02_v3	806687	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_02_v3	808066	INDEL	6	0.175		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	811091	INDEL	1	0.051		polyA	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	812113	INDEL	-36	0.027			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	812611	INDEL	-14	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	812762	INDEL	-6	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	812894	SNP	1	0	STR		0	2	22.5	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	813410	INDEL	-12	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	813428	SNP	1	0	STR		1	2	18.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	815073	INDEL	7	0.186			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	815335	INDEL	22	0.575		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	819153	INDEL	-4	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	819593	INDEL	8	0.22		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	820526	INDEL	2	0.077		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	822672	INDEL	-1	0.027			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	825540	INDEL	14	0.375		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	825639	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	826045	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	826766	INDEL	8	0.22		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	828217	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	828531	INDEL	-3	0.027		TArich	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	829683	INDEL	6	0.175	STR	TArep	1	4	4.25	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	829894	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_02_v3	830463	INDEL	1	0.051		polyA	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_02_v3	830894	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
