chr	pos	vartype	varlen	vcomplex	alleles	call_rate	nuc_div	FdkXRefAbsent	2D4RefAbsent	FdkRefAbsent	FdkXDiscord	2D4Discord	FdkDiscord	GoldWirthIncons	2D4FDKIncons	coding	consequence	DD2FDKMAF
Pf3D7_07_v3	489666	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	489867	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	490102	INDEL	24	0.581	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	inframe_insertion	0.0
Pf3D7_07_v3	491460	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	491851	INDEL	2	0.077	2	1.0	0.516	0	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	492136	INDEL	-12	0.027	3	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	492152	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	492395	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	492436	INDEL	-2	0.027	2	1.0	0.516	0	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	492807	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	493065	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	493950	INDEL	-5	0.027	2	1.0	0.516	0	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	494663	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	494846	INDEL	16	0.415	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	495462	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	495789	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	495859	SNP	1	0	2	1.0	0.516	0	0	0	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	496138	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	496294	SNP	1	0	2	1.0	0.516	0	0	0	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	496312	SNP	1	0	2	1.0	0.516	0	0	0	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	496337	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	496481	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	496692	SNP	1	0	2	1.0	0.516	0	0	0	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	496829	INDEL	9	0.213	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	disruptive_inframe_insertion	0.0
Pf3D7_07_v3	497212	SNP	1	0	2	1.0	0.508	1	0	0	0	0	0	0	1	coding	missense_variant	0.0
Pf3D7_07_v3	497598	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	498294	INDEL	-6	0.027	2	1.0	0.516	0	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	498376	SNP	1	0	2	1.0	0.516	0	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	498396	INDEL	2	0.077	2	1.0	0.516	0	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	498789	INDEL	-1	0.027	2	1.0	0.516	0	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	498906	SNP	1	0	2	1.0	0.516	0	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	498916	INDEL	7	0.195	2	1.0	0.516	0	0	0	1	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	499144	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	499331	SNP	1	0	2	1.0	0.516	0	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	499908	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	499908	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	500220	INDEL	6	0.175	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	502586	SNP	1	0	2	1.0	0.516	0	0	0	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	502667	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	502668	INDEL	12	0.302	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	502676	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	503153	INDEL	24	0.625	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	504497	SNP	1	0	2	1.0	0.121	1	1	1	0	0	0	0	1	intergenic		0.0
Pf3D7_07_v3	504498	SNP	1	0	2	1.0	0.121	1	1	1	0	0	0	0	1	intergenic		0.0
Pf3D7_07_v3	504511	SNP	1	0	2	1.0	0.121	1	1	1	0	0	0	0	1	intergenic		0.0
Pf3D7_07_v3	509654	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	509669	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	509766	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	509864	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510100	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510232	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510289	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510290	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510303	INDEL	-4	0.027	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510327	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510339	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510380	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510481	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510498	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510503	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510520	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510565	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510566	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510632	INDEL	-1	0.027	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510738	INDEL	-3	0.027	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510742	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510744	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510746	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	510747	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	524840	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	525342	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	525778	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	525885	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	526076	SNP	1	0	2	1.0	0.516	1	0	0	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	528307	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	528319	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	528323	INDEL	-6	0.027	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	disruptive_inframe_deletion	0.0
Pf3D7_07_v3	528379	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	528400	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	528526	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	528532	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	528570	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	528573	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	528580	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	528586	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	528589	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	528595	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	528597	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	528633	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546058	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546065	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546067	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546166	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546168	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546189	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546193	INDEL	3	0.098	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	inframe_insertion	0.0
Pf3D7_07_v3	546195	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546196	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546199	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546205	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546207	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546211	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546215	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546225	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546231	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546233	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546240	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546241	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546249	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546250	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546252	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546253	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546255	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546256	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546258	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546265	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546267	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546284	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546285	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546288	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546289	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546290	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546292	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546293	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546296	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546297	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546298	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546299	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546301	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546302	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546303	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546306	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546307	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546310	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546311	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546313	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546314	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546317	INDEL	-2	0.027	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	frameshift_variant	0.0
Pf3D7_07_v3	546320	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546323	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	stop_gained	0.0
Pf3D7_07_v3	546326	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546327	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	stop_gained	0.0
Pf3D7_07_v3	546331	INDEL	-4	0.027	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	frameshift_variant	0.0
Pf3D7_07_v3	546336	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546340	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546341	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546343	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546351	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546352	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546353	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546355	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546356	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546357	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546359	INDEL	6	0.163	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	inframe_insertion	0.0
Pf3D7_07_v3	546360	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546361	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546366	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546367	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546369	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546370	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546374	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546376	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546377	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546380	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546381	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546384	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546385	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546386	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	stop_gained	0.0
Pf3D7_07_v3	546389	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546390	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546391	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546392	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	546393	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	546395	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	559945	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	562688	INDEL	8	0.214	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	563905	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	563908	INDEL	-1	0.027	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	frameshift_variant	0.0
Pf3D7_07_v3	563928	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	563937	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	563939	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_07_v3	563987	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	564019	INDEL	-1	0.027	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	564035	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	564106	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_07_v3	574336	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574343	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574354	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574364	INDEL	6	0.163	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574391	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574394	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574398	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574399	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574407	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574409	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574455	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574463	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574467	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574470	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	574480	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	578945	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	578961	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579281	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579282	INDEL	8	0.214	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579294	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579331	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579683	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579690	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579691	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579693	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579696	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579698	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579716	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579772	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579776	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579960	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579960	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579966	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579966	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579967	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	579981	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	580065	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	580099	INDEL	-1	0.027	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	580189	INDEL	-5	0.027	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	580216	INDEL	-2	0.027	2	1.0	0.516	1	1	1	0	0	0	0	0	intergenic		0.0
Pf3D7_07_v3	582541	SNP	1	0	2	1.0	0.516	1	1	1	0	0	0	0	0	coding	synonymous_variant	0.0
