chr	pos	vartype	varlen	vcomplex	STRtype	INDtype	DUST	STRP	STRE	alleles	call_rate	nuc_div	Cl1Incons	Cl2Incons	Cl3Incons	coding	consequence	DD2FDKMAF
Pf3D7_04_v3	205081	INDEL	4	0.128		TArep	0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	206302	SNP	1	0			0			2	0.778	-1.0	0	1	0	coding	missense_variant	-1
Pf3D7_04_v3	207683	INDEL	-19	0.027	STR		0	2	13.5	2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	207690	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	207694	INDEL	-15	0.027			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	209821	SNP	1	0	STR		0	12	5.92	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	209822	SNP	1	0	STR		0	12	5.92	2	0.611	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	209826	SNP	1	0	STR		0	12	5.92	2	0.611	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	209830	SNP	1	0	STR		0	12	5.92	2	0.611	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	209833	SNP	1	0	STR		0	12	5.92	2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	209834	SNP	1	0	STR		0	12	5.92	2	0.611	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	209900	SNP	1	0	STR		0	12	5.58	2	0.778	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	209911	INDEL	-31	0.027	STR		0	12	5.58	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	216787	INDEL	-27	0.027			0			2	0.556	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	216958	INDEL	2	0.077	STR	TArep	0	15	2.13	2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	216974	SNP	1	0	STR		0	15	2.13	2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	216975	INDEL	15	0.39	STR	TArep	0	15	2.13	3	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	219431	INDEL	12	0.283		TArich	0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	225249	SNP	1	0	STR		0	2	22.0	2	0.833	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	227232	SNP	1	0	STR		0	21	4.52	2	1.0	-1.0	0	0	1	coding	missense_variant	-1
Pf3D7_04_v3	235655	SNP	1	0			0			2	1.0	-1.0	0	0	1	coding	missense_variant	-1
Pf3D7_04_v3	235725	INDEL	-75	0.027			0			2	0.5	-1.0	1	0	0	coding	disruptive_inframe_deletion	-1
Pf3D7_04_v3	235726	SNP	1	0			0			2	0.5	-1.0	1	0	0	coding	missense_variant	-1
Pf3D7_04_v3	243583	INDEL	-2	0.027		TArep	0			2	0.944	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	243588	SNP	1	0			0			2	0.944	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	243589	SNP	1	0			0			2	0.944	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	244935	INDEL	1	0.051		polyA	0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	245782	INDEL	-2	0.027		TArep	0			2	1.0	-1.0	0	1	1	intergenic		-1
Pf3D7_04_v3	252498	INDEL	18	0.432	STR		0	18	4.28	2	1.0	-1.0	0	0	1	coding	disruptive_inframe_insertion	-1
Pf3D7_04_v3	280643	INDEL	30	0.756	STR	TArep	0	2	13.5	3	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	285968	INDEL	3	0.171		TArich	0			3	1.0	-1.0	1	0	0	coding	inframe_insertion	-1
Pf3D7_04_v3	322902	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	328228	SNP	1	0	STR		0	2	20.5	2	0.778	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	328229	SNP	1	0	STR		0	2	20.5	2	0.778	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	328230	SNP	1	0	STR		0	2	20.5	2	0.778	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	328241	SNP	1	0	STR		0	2	20.5	2	0.778	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	328284	INDEL	-116	0.027			0			2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	328453	INDEL	-12	0.027			0			2	0.611	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	329017	SNP	1	0	STR		0	2	9.0	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	332414	SNP	1	0	STR		0	2	15.5	2	0.667	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	332416	SNP	1	0	STR		0	2	15.5	2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	332417	SNP	1	0	STR		0	2	15.5	2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	332418	SNP	1	0	STR		0	2	15.5	2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	347849	INDEL	-4	0.027		TArep	0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	347857	SNP	1	0			0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	368378	INDEL	5	0.146		TArep	0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	371312	SNP	1	0			0			2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	371380	SNP	1	0			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	371381	SNP	1	0			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	371383	SNP	1	0			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	371384	SNP	1	0			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	371385	SNP	1	0			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	371386	SNP	1	0			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	371389	SNP	1	0			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	371396	SNP	1	0			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	371397	SNP	1	0			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	371400	INDEL	-21	0.027			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	378416	SNP	1	0	STR		0	1	28.0	2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	384417	SNP	1	0	STR		0	4	4.25	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	384421	SNP	1	0	STR		0	4	4.25	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	384425	SNP	1	0	STR		0	4	4.25	2	0.667	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	386623	SNP	1	0			0			2	1.0	-1.0	1	0	0	coding	missense_variant	-1
Pf3D7_04_v3	394659	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	395319	SNP	1	0			0			2	0.556	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	395327	SNP	1	0			0			2	0.556	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	395329	SNP	1	0			0			2	0.556	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	395333	SNP	1	0			0			2	0.556	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	395374	INDEL	-1	0.027			0			2	0.778	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	395544	INDEL	-10	0.027		TArep	0			2	0.833	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	395578	SNP	1	0			0			2	0.833	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	395582	SNP	1	0			0			2	0.833	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	412091	INDEL	-10	0.027		TArich	0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	444293	INDEL	-8	0.027	polyA	TArich	0	5	2.8	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	444309	INDEL	-2	0.027	polyA	polyA	0	4	7.25	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	451637	SNP	1	0			0			2	0.389	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	456165	SNP	1	0			0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	456167	SNP	1	0			0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	457084	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	457088	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	457092	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	457094	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	457095	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	457096	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	457114	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	457115	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	457116	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	457159	SNP	1	0	STR		0	2	19.5	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	461874	INDEL	-10	0.027	STR	TArich	0	16	2.0	2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	467668	INDEL	-14	0.027	STR	TArich	0	72	2.12	2	0.556	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	467692	SNP	1	0	STR		0	72	2.12	2	0.944	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	468194	SNP	1	0	STR		0	33	2.45	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	468221	SNP	1	0	STR		0	52	2.06	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	468239	SNP	1	0	STR		0	52	2.06	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	468256	SNP	1	0	STR		0	52	2.06	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	468273	SNP	1	0	STR		0	52	2.06	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	477056	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	477058	SNP	1	0	STR		0	6	7.67	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	477060	SNP	1	0	STR		0	6	7.67	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	484036	SNP	1	0	STR		0	5	5.8	2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	489891	SNP	1	0			0			2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	489903	SNP	1	0			0			2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	489905	SNP	1	0			0			2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	489910	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	489910	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	489914	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	489916	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	489918	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	489920	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	489921	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	489924	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	490295	INDEL	7	0.186	polyA	TArich	0	6	4.67	2	0.444	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	496641	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	496649	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	496660	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	504138	INDEL	-79	0.027			0			3	0.778	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	504245	SNP	1	0			0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	505898	SNP	1	0	STR		0	4	5.25	2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	519694	SNP	1	0	STR		0	2	21.0	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	519696	SNP	1	0	STR		0	2	21.0	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	519698	SNP	1	0	STR		0	2	21.0	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	535973	SNP	1	0	STR		0	9	2.0	2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	654620	INDEL	30	0.689	STR		0	98	2.1	2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	656389	INDEL	-4	0.027		TArep	0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	656404	SNP	1	0	STR		0	2	14.0	2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	664114	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	693081	INDEL	2	0.077		polyA	0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	693084	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	693087	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	698932	INDEL	-102	0.027	STR	TArep	0	4	7.0	2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	698939	INDEL	-88	0.027	STR		0	4	7.0	2	0.667	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	698940	SNP	1	0	STR		0	4	7.0	2	0.667	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	698951	SNP	1	0			0			2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	698961	INDEL	-73	0.027			0			2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	707896	INDEL	-48	0.027			0			2	1.0	-1.0	1	0	0	coding	disruptive_inframe_deletion	-1
Pf3D7_04_v3	709390	INDEL	-5	0.027	STR	TArich	0	32	2.44	2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	715550	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	715555	INDEL	40	0.854			0			4	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	721063	SNP	1	0			0			2	1.0	-1.0	0	0	1	coding	missense_variant	-1
Pf3D7_04_v3	727494	SNP	1	0	STR		0	2	27.0	2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	727495	SNP	1	0	STR		0	2	27.0	2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	727497	SNP	1	0	STR		0	2	27.0	2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	741717	INDEL	-26	0.027			0			2	0.444	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	748023	INDEL	8	0.22		TArep	0			7	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	751030	SNP	1	0	STR		0	2	15.5	2	0.5	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	756894	INDEL	-24	0.027			0			2	1.0	-1.0	0	1	0	coding	disruptive_inframe_deletion	-1
Pf3D7_04_v3	793104	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	809747	INDEL	-8	0.027		TArep	0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	810131	INDEL	-4	0.027		TArep	0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	810266	INDEL	8	0.5		TArep	0			3	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	810333	INDEL	18	0.422	STR		0	16	2.88	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	810658	INDEL	-1	0.027		polyA	0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	810707	INDEL	14	0.375		TArep	0			3	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	810728	INDEL	2	0.075	STR		0	2	11.0	2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	811153	INDEL	54	1.49			0			3	1.0	-1.0	0	1	0	coding	inframe_insertion	-1
Pf3D7_04_v3	813156	INDEL	0	0.103			0			3	1.0	-1.0	0	1	0	coding	missense_variant	-1
Pf3D7_04_v3	817197	SNP	1	0	STR		0	24	2.92	2	0.667	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	817198	SNP	1	0	STR		0	24	2.92	2	0.667	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	817210	SNP	1	0	STR		0	24	2.92	2	0.667	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	817217	SNP	1	0	STR		0	24	2.92	2	0.667	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	817218	SNP	1	0	STR		0	24	2.92	2	0.667	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	817243	INDEL	32	0.647	STR		0	4	4.0	3	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	819240	SNP	1	0	STR		0	2	9.5	2	0.5	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	824395	INDEL	-1	0.027			0			2	0.389	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824471	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824498	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824500	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824501	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824504	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824506	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824507	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824509	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824510	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824512	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824513	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824514	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	824515	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	826848	SNP	1	0	STR		0	2	8.5	2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	826850	SNP	1	0			0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	827968	SNP	1	0			0			2	0.778	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	832965	SNP	1	0	STR		0	15	2.0	2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	832966	SNP	1	0	STR		0	15	2.0	2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	841047	INDEL	-80	0.027	STR	TArep	0	2	10.0	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	845745	SNP	1	0	STR		0	6	3.83	2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	864785	SNP	1	0	STR		0	1	25.0	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	864787	SNP	1	0	STR		0	1	25.0	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	864789	SNP	1	0	STR		0	1	25.0	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	867203	SNP	1	0			0			2	1.0	-1.0	0	0	1	coding	missense_variant	-1
Pf3D7_04_v3	889316	SNP	1	0			0			2	1.0	-1.0	1	0	0	coding	missense_variant	-1
Pf3D7_04_v3	900292	INDEL	-42	0.027			0			2	1.0	-1.0	1	0	0	coding	disruptive_inframe_deletion	-1
Pf3D7_04_v3	908786	SNP	1	0			0			2	1.0	-1.0	1	1	0	coding	synonymous_variant	-1
Pf3D7_04_v3	909434	SNP	1	0	STR		0	2	11.5	2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	912783	SNP	1	0			0			2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	916165	INDEL	-51	0.027	STR		0	1	17.0	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	917481	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	929255	INDEL	-7	0.027		TArep	0			2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	988031	SNP	1	0	STR		0	2	19.5	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1000789	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1003236	SNP	1	0	polyA		0	1	14.0	2	0.444	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1017871	INDEL	1	0.051		polyA	0			3	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1018410	INDEL	-7	0.027			0			3	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	1019124	SNP	1	0			0			2	1.0	-1.0	0	1	1	intergenic		-1
Pf3D7_04_v3	1019302	INDEL	19	0.444		TArich	0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	1019639	INDEL	2	0.077	STR	TArep	0	4	5.0	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1019770	INDEL	12	0.317		TArep	0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1059889	INDEL	-21	0.027	STR		0	22	2.41	2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1061233	INDEL	-18	0.027		TArep	0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1063155	SNP	1	0			0			2	1.0	-1.0	1	0	0	coding	synonymous_variant	-1
Pf3D7_04_v3	1063560	INDEL	-51	0.027	STR		0	15	2.93	2	1.0	-1.0	1	0	0	coding	disruptive_inframe_deletion	-1
Pf3D7_04_v3	1072491	INDEL	-9	0.027			0			2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1072925	INDEL	-91	0.027	STR		0	2	11.5	2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1073091	INDEL	116	1.5	STR		0	99	2.01	2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1074461	SNP	1	0			0			2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1074463	SNP	1	0			0			2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1074465	SNP	1	0			0			2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1074466	SNP	1	0			0			2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1076238	SNP	1	0	STR		0	2	5.5	2	0.944	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1076259	INDEL	-6	0.027	STR	TArich	0	2	7.5	2	0.944	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1078824	INDEL	10	0.268		TArep	0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	1078830	SNP	1	0			0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	1078832	SNP	1	0			0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	1079773	INDEL	-16	0.027	STR		0	32	2.97	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	1082323	SNP	1	0			0			2	0.556	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	1109684	INDEL	2	0.075		TArep	0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	1112414	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_04_v3	1118714	SNP	1	0	STR		0	2	28.5	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	1118715	SNP	1	0	STR		0	2	28.5	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_04_v3	1120770	SNP	1	0	STR		0	144	2.03	2	0.556	-1.0	1	0	0	coding	missense_variant	-1
Pf3D7_04_v3	1120775	SNP	1	0	STR		0	144	2.03	2	0.556	-1.0	1	0	0	coding	synonymous_variant	-1
Pf3D7_04_v3	1120955	SNP	1	0	STR		0	18	3.5	2	0.611	-1.0	0	1	0	coding	synonymous_variant	-1
Pf3D7_04_v3	1120960	INDEL	-90	0.027	STR		0	18	3.5	2	0.611	-1.0	0	0	1	coding	disruptive_inframe_deletion	-1
Pf3D7_04_v3	1139492	INDEL	21	0.449			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139495	INDEL	17	0.367			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139498	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139502	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139520	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139521	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139522	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139527	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139529	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139530	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139531	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139535	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139536	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139540	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139541	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1139542	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1145528	INDEL	-8	0.027			0			2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_04_v3	1145552	INDEL	32	0.623		TArep	0			2	0.833	-1.0	0	1	0	intergenic		-1
